Order ID,Order Date,Customer Name,Region,State,Category,Product Name,Quantity,Sales,Profit,Discount,Year,Month
ORD00235,2023-05-21,Luis Simmons,North,Delhi,Technology,Smartphone,7,1684.95,283.24,0.2,2023,May
ORD00236,2023-11-25,Logan Cunningham,South,Tamil Nadu,Technology,Monitor,8,2413.37,241.01,0.29,2023,November
ORD00237,2023-02-08,Paige Ward,North,Haryana,Furniture,Chair,10,1199.49,281.49,0.26,2023,February
ORD00238,2023-10-24,Carol Oneill,South,Karnataka,Technology,Printer,7,3950.41,381.52,0.22,2023,October
ORD00239,2024-10-18,Stacey Cooper,East,Bihar,Technology,Laptop,10,581.14,171.87,0.09,2024,October
ORD00240,2023-06-16,Jeff Gibson,West,Maharashtra,Office Supplies,Marker,9,2366.7,232.42,0.03,2023,June
ORD00241,2024-11-21,Haley Bradshaw,East,Bihar,Office Supplies,Paper,3,119.72,16.08,0.09,2024,November
ORD00242,2023-05-24,Henry Gutierrez,West,Gujarat,Technology,Smartphone,9,1673.24,251.33,0.03,2023,May
ORD00243,2023-12-04,Scott Johnson,South,Karnataka,Furniture,Sofa,5,1948.69,315.07,0.08,2023,December
ORD00244,2023-11-11,Juan Lutz,North,Punjab,Furniture,Table,6,3479.2,228.0,0.04,2023,November
ORD00245,2023-08-15,Julie Welch,East,Bihar,Technology,Printer,2,3211.62,915.82,0.11,2023,August
ORD00246,2024-07-16,Dana Porter,West,Maharashtra,Technology,Smartphone,8,3751.29,755.64,0.12,2024,July
ORD00247,2024-12-21,Andrea Richardson,South,Karnataka,Furniture,Table,10,4372.02,308.09,0.13,2024,December
ORD00248,2023-06-18,William Patterson,North,Delhi,Furniture,Chair,9,4519.3,454.37,0.16,2023,June
ORD00249,2024-04-01,Steven Brown,West,Maharashtra,Furniture,Table,4,3598.74,619.73,0.27,2024,April
ORD00250,2023-11-12,Jerry Johnson,South,Kerala,Technology,Printer,7,2311.15,148.92,0.14,2023,November
ORD00251,2023-12-19,James Rodriguez,West,Gujarat,Office Supplies,Pen,1,3741.73,728.06,0.01,2023,December
ORD00252,2024-10-18,Michelle Smith,North,Delhi,Office Supplies,Pen,8,207.09,31.52,0.23,2024,October
ORD00253,2024-11-30,Samuel Smith,East,Odisha,Office Supplies,Paper,8,4354.62,1204.89,0.11,2024,November
ORD00254,2023-05-11,Katie Lopez,South,Kerala,Office Supplies,Marker,6,637.23,190.03,0.12,2023,May
ORD00255,2024-01-24,Jennifer Greene,North,Delhi,Office Supplies,Notebook,5,2341.87,538.1,0.13,2024,January
ORD00256,2023-04-26,Juan Rodriguez,West,Gujarat,Technology,Smartphone,3,1414.47,402.21,0.22,2023,April
ORD00257,2024-11-19,Sharon Hicks,North,Delhi,Technology,Printer,4,383.09,76.04,0.13,2024,November
ORD00258,2023-02-27,Allen Wright,South,Kerala,Office Supplies,Pen,1,2041.21,221.64,0.07,2023,February
ORD00259,2023-11-25,Colin Willis,East,West Bengal,Technology,Monitor,10,1628.57,324.87,0.2,2023,November
ORD00260,2024-08-28,Linda Evans,South,Kerala,Technology,Tablet,9,1144.16,143.16,0.02,2024,August
ORD00261,2024-01-26,Brendan Davis DVM,West,Rajasthan,Office Supplies,Notebook,8,282.08,38.39,0.19,2024,January
ORD00262,2023-09-04,Nicholas Taylor,West,Gujarat,Office Supplies,Stapler,3,1534.45,147.26,0.16,2023,September
ORD00263,2023-05-18,Isaac Wells,South,Tamil Nadu,Technology,Tablet,1,2833.81,827.32,0.17,2023,May
ORD00264,2023-04-05,Matthew Grant,East,West Bengal,Furniture,Desk,6,3251.19,912.14,0.25,2023,April
ORD00265,2023-07-12,Jack Burke,North,Punjab,Office Supplies,Notebook,7,3384.68,679.41,0.26,2023,July
ORD00266,2023-01-16,Kathleen Hartman,South,Tamil Nadu,Office Supplies,Marker,4,4353.9,580.12,0.29,2023,January
ORD00267,2024-02-11,Chad Ortega,North,Haryana,Technology,Smartphone,8,4576.48,1024.7,0.21,2024,February
ORD00268,2024-01-04,Amy Martin,East,Odisha,Technology,Monitor,7,2357.94,500.31,0.09,2024,January
ORD00269,2023-11-17,Matthew Espinoza,West,Maharashtra,Office Supplies,Paper,8,3820.06,496.83,0.06,2023,November
ORD00270,2024-03-03,Christopher Wilkinson,South,Kerala,Furniture,Chair,3,130.29,24.54,0.18,2024,March
ORD00271,2024-11-01,Sarah Peterson,South,Tamil Nadu,Furniture,Desk,4,1930.21,498.65,0.15,2024,November
ORD00272,2023-05-24,Tracey Torres,East,Odisha,Office Supplies,Stapler,8,2331.1,543.6,0.11,2023,May
ORD00273,2023-03-18,Jesse Bautista,West,Maharashtra,Office Supplies,Marker,9,4952.1,1432.69,0.16,2023,March
ORD00274,2023-01-10,Michael Sawyer,North,Punjab,Office Supplies,Pen,3,4220.6,455.23,0.21,2023,January
ORD00275,2024-05-09,Brooke Owen,West,Gujarat,Technology,Monitor,1,3108.28,673.53,0.18,2024,May
ORD00276,2023-10-09,Joshua Anderson,North,Delhi,Office Supplies,Paper,9,2780.64,147.27,0.16,2023,October
ORD00277,2023-04-09,Anita Rush,North,Haryana,Office Supplies,Stapler,7,4040.53,1121.02,0.03,2023,April
ORD00278,2024-02-11,Joseph Dixon,South,Karnataka,Office Supplies,Notebook,10,2655.96,674.09,0.08,2024,February
ORD00279,2023-03-24,Robert Faulkner,West,Gujarat,Technology,Tablet,10,1253.88,281.26,0.09,2023,March
ORD00280,2024-12-20,Alan Kennedy,North,Punjab,Office Supplies,Pen,7,1916.99,323.97,0.19,2024,December
ORD00281,2024-06-24,Amy Palmer,West,Gujarat,Technology,Laptop,6,2850.99,754.06,0.03,2024,June
ORD00282,2023-10-15,Patricia Shields,South,Kerala,Technology,Smartphone,10,2403.73,148.17,0.02,2023,October
ORD00283,2024-12-30,Pamela Navarro,North,Delhi,Office Supplies,Marker,6,127.51,12.98,0.04,2024,December
ORD00284,2024-07-07,Sheryl Parker,East,West Bengal,Furniture,Chair,10,1240.34,320.83,0.12,2024,July
ORD00285,2024-03-23,Ian Beck,South,Kerala,Furniture,Bookcase,2,2528.92,742.44,0.02,2024,March
ORD00286,2023-01-31,Kelly Hill,East,Bihar,Technology,Laptop,10,4776.55,712.55,0.23,2023,January
ORD00287,2024-11-27,Taylor Nelson,West,Gujarat,Office Supplies,Stapler,4,1811.27,516.73,0.13,2024,November
ORD00288,2023-06-07,David Lawrence,North,Haryana,Office Supplies,Paper,5,4000.37,913.19,0.02,2023,June
ORD00289,2024-01-04,Rodney Lam,West,Gujarat,Furniture,Desk,6,577.43,29.62,0.09,2024,January
ORD00290,2023-04-16,Sarah Williams,South,Karnataka,Furniture,Chair,3,2183.35,413.19,0.15,2023,April
ORD00291,2023-01-13,David George,East,Bihar,Technology,Laptop,2,3004.78,739.51,0.26,2023,January
ORD00292,2023-06-23,Nicholas Byrd,West,Maharashtra,Furniture,Bookcase,9,4530.78,1334.51,0.17,2023,June
ORD00293,2024-03-21,Joshua Smith,South,Karnataka,Office Supplies,Paper,5,1540.6,266.96,0.02,2024,March
ORD00294,2024-05-22,Stephen Jones,East,Odisha,Furniture,Bookcase,2,1837.57,525.65,0.22,2024,May
ORD00295,2024-09-27,Maria Adams,South,Tamil Nadu,Office Supplies,Marker,2,720.67,37.25,0.12,2024,September
ORD00296,2023-05-20,Mr. Joseph Dunn,West,Gujarat,Furniture,Sofa,7,4086.6,1082.45,0.29,2023,May
ORD00297,2024-12-12,Sandra Bauer,South,Tamil Nadu,Furniture,Sofa,6,929.3,138.99,0.1,2024,December
ORD00298,2024-07-31,Jesse Crane,South,Tamil Nadu,Office Supplies,Paper,7,1437.49,354.29,0.11,2024,July
ORD00299,2023-08-03,Thomas Murphy,South,Kerala,Technology,Monitor,9,183.23,42.47,0.28,2023,August
ORD00300,2023-06-07,Daniel Lopez,North,Punjab,Furniture,Sofa,8,738.94,92.89,0.08,2023,June
ORD00301,2024-06-02,Leah Rivera,West,Maharashtra,Office Supplies,Paper,8,4953.97,841.23,0.12,2024,June
ORD00302,2023-09-12,Paula Wright,North,Punjab,Office Supplies,Paper,9,2989.41,832.85,0.03,2023,September
ORD00303,2024-02-14,Gary Brown,South,Kerala,Office Supplies,Stapler,10,269.27,79.68,0.2,2024,February
ORD00304,2024-08-17,Robert Miller,North,Delhi,Furniture,Bookcase,2,1330.75,236.43,0.16,2024,August
ORD00305,2024-05-27,Laura Knapp,South,Tamil Nadu,Office Supplies,Marker,6,1986.11,482.79,0.18,2024,May
ORD00306,2023-05-26,Julia Conrad,North,Punjab,Technology,Tablet,2,1512.39,423.68,0.03,2023,May
ORD00307,2024-12-14,Katie Chaney,East,Odisha,Furniture,Sofa,4,2629.52,360.44,0.03,2024,December
ORD00308,2024-10-25,Ashley Morgan,North,Punjab,Furniture,Sofa,1,4060.42,319.84,0.25,2024,October
ORD00309,2024-04-18,Angela Fernandez,South,Kerala,Technology,Smartphone,3,2781.96,369.3,0.13,2024,April
ORD00310,2024-04-05,Holly Jones,South,Karnataka,Technology,Printer,7,2008.13,470.6,0.26,2024,April
ORD00311,2023-03-06,Stephanie Nguyen,West,Maharashtra,Office Supplies,Paper,4,1068.63,254.42,0.24,2023,March
ORD00312,2024-05-16,Samantha Landry,South,Tamil Nadu,Office Supplies,Pen,6,1025.52,80.49,0.2,2024,May
ORD00313,2024-09-24,Judy Jackson,West,Rajasthan,Office Supplies,Stapler,7,2955.67,404.87,0.25,2024,September
ORD00314,2024-01-18,Nicholas Coleman,North,Haryana,Technology,Tablet,3,1600.27,175.46,0.04,2024,January
ORD00315,2024-10-12,Stephanie Marshall,West,Gujarat,Office Supplies,Notebook,10,732.44,106.88,0.06,2024,October
ORD00316,2023-02-24,Becky Vasquez,South,Tamil Nadu,Office Supplies,Notebook,5,744.47,95.77,0.14,2023,February
ORD00317,2024-05-21,Jeffrey Jackson,West,Maharashtra,Furniture,Chair,4,4085.32,1188.65,0.15,2024,May
ORD00318,2023-08-14,Shawn Ramirez,West,Rajasthan,Furniture,Bookcase,8,2469.06,174.48,0.01,2023,August
ORD00319,2024-05-22,Jocelyn Barnett,East,West Bengal,Furniture,Chair,9,1478.92,362.61,0.17,2024,May
ORD00320,2024-07-09,Andrew Stokes,North,Haryana,Office Supplies,Marker,2,1376.05,255.64,0.3,2024,July
ORD00321,2023-02-03,Eric Martinez,South,Tamil Nadu,Technology,Printer,2,3693.14,788.18,0.07,2023,February
ORD00322,2023-08-03,Alexander Hernandez,East,West Bengal,Furniture,Sofa,8,4333.19,343.82,0.24,2023,August
ORD00323,2023-07-31,Christian Dixon,East,Bihar,Office Supplies,Marker,10,3182.21,291.16,0.04,2023,July
ORD00324,2023-10-27,Jason Farrell,East,Bihar,Technology,Laptop,5,3004.45,276.69,0.29,2023,October
ORD00325,2023-03-02,William Edwards,East,Bihar,Furniture,Table,2,721.17,171.29,0.12,2023,March
ORD00326,2024-11-23,Michael Burke,South,Karnataka,Furniture,Desk,3,3571.4,918.28,0.23,2024,November
ORD00327,2023-04-06,Andre Carney,South,Kerala,Furniture,Bookcase,5,3157.67,454.05,0.02,2023,April
ORD00328,2023-04-06,Brian Mason,East,Bihar,Furniture,Table,6,2300.74,395.75,0.17,2023,April
ORD00329,2024-05-21,Jennifer Adams,East,West Bengal,Office Supplies,Paper,9,2018.69,589.52,0.25,2024,May
ORD00330,2023-12-18,Linda King,East,Odisha,Furniture,Sofa,9,2910.77,557.52,0.15,2023,December
ORD00331,2024-04-12,Ross Peterson,North,Delhi,Office Supplies,Pen,8,130.59,36.87,0.05,2024,April
ORD00332,2023-10-08,Ms. Brandy Reed DDS,South,Kerala,Technology,Printer,3,4416.63,554.14,0.26,2023,October
ORD00333,2024-10-02,Latasha Klein,East,West Bengal,Technology,Tablet,6,3339.32,708.7,0.02,2024,October
ORD00334,2023-05-16,Tracy Martinez,West,Rajasthan,Furniture,Desk,2,3533.31,177.63,0.14,2023,May
ORD00335,2024-03-08,Johnny Wilson,West,Maharashtra,Office Supplies,Notebook,1,3493.21,888.24,0.3,2024,March
ORD00336,2023-11-17,David Dalton,West,Maharashtra,Office Supplies,Notebook,4,1946.2,452.86,0.03,2023,November
ORD00337,2024-07-30,Frances Oconnell,South,Tamil Nadu,Furniture,Sofa,3,3225.8,707.37,0.02,2024,July
ORD00338,2024-02-26,Lori Calhoun,South,Tamil Nadu,Technology,Monitor,6,3626.04,750.66,0.05,2024,February
ORD00339,2023-12-26,Brad Stafford,South,Karnataka,Office Supplies,Paper,2,743.07,60.03,0.22,2023,December
ORD00340,2024-09-14,Gary Terrell,South,Karnataka,Furniture,Sofa,5,3240.87,363.11,0.18,2024,September
ORD00341,2024-10-23,Sharon Holloway,East,West Bengal,Furniture,Chair,9,3054.29,296.76,0.12,2024,October
ORD00342,2023-01-13,Mark Turner,West,Gujarat,Technology,Smartphone,2,1243.35,260.51,0.02,2023,January
ORD00343,2024-04-27,Kevin Lam,South,Tamil Nadu,Furniture,Sofa,10,2133.27,398.04,0.05,2024,April
ORD00344,2024-02-12,Thomas Brown,North,Delhi,Technology,Laptop,5,1117.93,313.74,0.28,2024,February
ORD00345,2023-10-12,Christine Pena,West,Gujarat,Office Supplies,Stapler,7,458.02,84.34,0.18,2023,October
ORD00346,2024-08-23,John Moody,North,Haryana,Technology,Tablet,4,4872.85,432.92,0.1,2024,August
ORD00347,2023-03-30,Tina Bishop,East,Bihar,Office Supplies,Pen,7,3663.29,958.38,0.02,2023,March
ORD00348,2023-06-29,Christopher Davis,West,Rajasthan,Furniture,Chair,10,322.39,69.8,0.2,2023,June
ORD00349,2023-09-23,Alicia Hall,South,Kerala,Technology,Laptop,1,860.97,248.18,0.16,2023,September
ORD00350,2023-12-10,Austin Arias,South,Kerala,Technology,Tablet,5,3678.03,292.46,0.27,2023,December
ORD00351,2023-02-26,William Walters,North,Punjab,Furniture,Sofa,10,3156.29,549.31,0.15,2023,February
ORD00352,2023-04-29,Julie Bright DVM,South,Tamil Nadu,Furniture,Table,3,1312.82,99.41,0.17,2023,April
ORD00353,2023-06-03,Brandi Sanchez,North,Delhi,Technology,Monitor,1,1260.53,211.69,0.11,2023,June
ORD00354,2023-03-21,Thomas Nielsen,West,Maharashtra,Technology,Laptop,6,1278.9,356.77,0.1,2023,March
ORD00355,2024-02-15,Virginia Brown,North,Haryana,Office Supplies,Stapler,1,937.75,235.45,0.29,2024,February
ORD00356,2023-10-26,Michael Lee,East,Odisha,Technology,Printer,6,477.61,78.42,0.11,2023,October
ORD00357,2023-07-20,Gregory Mendez,South,Tamil Nadu,Office Supplies,Stapler,6,2978.87,516.36,0.23,2023,July
ORD00358,2024-10-13,Glenn Lozano,South,Karnataka,Office Supplies,Marker,1,4665.37,261.16,0.16,2024,October
ORD00359,2024-06-26,Toni Galvan,East,West Bengal,Office Supplies,Pen,7,4252.58,985.76,0.03,2024,June
ORD00360,2024-06-16,Timothy Joyce,West,Maharashtra,Technology,Printer,3,3572.68,261.72,0.28,2024,June
ORD00361,2024-02-08,Laura Copeland,West,Rajasthan,Furniture,Sofa,2,2924.81,515.81,0.19,2024,February
ORD00362,2024-02-07,Samantha Sanchez,North,Punjab,Technology,Monitor,3,1222.02,140.84,0.09,2024,February
ORD00363,2024-08-21,Alexandra Anderson,East,Odisha,Office Supplies,Stapler,5,1206.38,344.89,0.04,2024,August
ORD00364,2023-08-01,Deborah Gallagher,North,Delhi,Technology,Smartphone,8,2356.97,357.38,0.16,2023,August
ORD00365,2024-12-22,Eric Bates,West,Gujarat,Furniture,Sofa,2,497.58,125.34,0.09,2024,December
ORD00366,2024-02-10,Timothy Thomas,North,Delhi,Office Supplies,Marker,6,784.2,178.63,0.29,2024,February
ORD00367,2024-07-17,Fernando Woods,East,Odisha,Office Supplies,Pen,3,203.86,30.8,0.14,2024,July
ORD00368,2023-08-16,Angelica Davis,West,Maharashtra,Technology,Laptop,3,651.19,42.6,0.23,2023,August
ORD00369,2023-01-23,Ricardo Brown,West,Gujarat,Technology,Smartphone,2,2932.5,336.37,0.24,2023,January
ORD00370,2023-02-13,Jessica Ochoa,West,Maharashtra,Technology,Smartphone,2,4530.14,1165.78,0.1,2023,February
ORD00371,2024-11-30,Sandra Scott,South,Kerala,Furniture,Chair,7,4117.34,612.45,0.01,2024,November
ORD00372,2024-09-20,Chad Moore,East,West Bengal,Furniture,Desk,3,1411.16,227.91,0.04,2024,September
ORD00373,2023-03-31,Ralph Huerta,South,Kerala,Office Supplies,Marker,5,2519.51,682.02,0.14,2023,March
ORD00374,2024-07-10,Robin Ross,South,Tamil Nadu,Furniture,Bookcase,4,3231.13,805.52,0.07,2024,July
ORD00375,2023-11-26,Amanda Parker,East,Odisha,Technology,Printer,9,3918.1,532.9,0.17,2023,November
ORD00376,2023-10-15,Stacey Lucas,South,Karnataka,Furniture,Sofa,6,3005.73,172.31,0.24,2023,October
ORD00377,2023-09-30,Teresa Torres,East,Bihar,Technology,Printer,4,4871.2,365.5,0.2,2023,September
ORD00378,2023-06-30,Kelli Holder,South,Kerala,Office Supplies,Pen,7,1806.28,469.28,0.25,2023,June
ORD00379,2024-08-04,David Foley,East,Bihar,Technology,Monitor,6,4574.2,260.97,0.21,2024,August
ORD00380,2023-08-27,Karina Lamb,South,Tamil Nadu,Office Supplies,Notebook,9,1579.81,272.69,0.03,2023,August
ORD00381,2023-05-14,Robert Davies,North,Haryana,Office Supplies,Notebook,8,53.38,14.92,0.06,2023,May
ORD00382,2023-04-24,Cheryl Jones,East,West Bengal,Furniture,Desk,1,781.17,176.68,0.04,2023,April
ORD00383,2023-06-11,Patrick Huber,North,Punjab,Office Supplies,Stapler,7,2950.78,395.82,0.1,2023,June
ORD00384,2024-09-20,Mrs. Erin King,West,Rajasthan,Office Supplies,Paper,6,912.3,266.56,0.21,2024,September
ORD00385,2023-01-02,David Moyer,South,Tamil Nadu,Furniture,Desk,5,3683.28,455.36,0.05,2023,January
ORD00386,2024-09-18,Robert Gonzalez,West,Rajasthan,Office Supplies,Marker,1,951.3,123.24,0.24,2024,September
ORD00387,2023-11-24,Jean Gray,North,Punjab,Technology,Monitor,3,1689.28,117.32,0.1,2023,November
ORD00388,2023-09-20,Hunter Larsen,East,Odisha,Technology,Laptop,1,1362.8,153.16,0.02,2023,September
ORD00389,2024-05-19,Leroy Castillo,North,Punjab,Technology,Laptop,8,3676.29,1074.49,0.27,2024,May
ORD00390,2023-08-19,Corey Walter,West,Maharashtra,Furniture,Sofa,8,3954.21,769.15,0.23,2023,August
ORD00391,2023-12-17,Kenneth Smith,North,Delhi,Technology,Printer,5,149.39,17.22,0.03,2023,December
ORD00392,2024-08-31,Jose Strickland,South,Kerala,Technology,Printer,2,2757.88,757.12,0.03,2024,August
ORD00393,2023-12-06,Melissa Allen,North,Punjab,Office Supplies,Paper,3,3056.22,484.56,0.02,2023,December
ORD00394,2023-10-16,Jose Bailey,West,Rajasthan,Technology,Smartphone,9,3624.09,842.58,0.08,2023,October
ORD00395,2024-01-05,Kevin Bryant,North,Delhi,Furniture,Desk,7,2880.26,748.76,0.05,2024,January
ORD00396,2024-10-15,Hunter Smith,North,Punjab,Technology,Printer,10,2427.63,180.24,0.06,2024,October
ORD00397,2023-09-29,Melissa West,West,Maharashtra,Furniture,Chair,5,3935.14,660.07,0.27,2023,September
ORD00398,2023-09-27,James Wilson,West,Maharashtra,Technology,Monitor,6,4433.19,631.07,0.13,2023,September
ORD00399,2023-04-10,Charlotte Lopez,East,West Bengal,Furniture,Bookcase,5,2843.02,249.57,0.21,2023,April
ORD00400,2024-03-04,Jessica Robinson,West,Rajasthan,Technology,Tablet,4,2790.33,726.04,0.25,2024,March
ORD00401,2024-05-29,Beth Reeves,South,Tamil Nadu,Office Supplies,Paper,5,440.83,121.53,0.21,2024,May
ORD00402,2023-07-17,William Mendez,South,Karnataka,Office Supplies,Marker,8,905.75,268.19,0.29,2023,July
ORD00403,2024-09-01,Samantha Pittman,West,Maharashtra,Technology,Laptop,7,1049.5,268.3,0.04,2024,September
ORD00404,2024-06-16,Marcus Jones,North,Delhi,Furniture,Sofa,7,2804.0,527.19,0.26,2024,June
ORD00405,2023-04-13,Michael Huffman,West,Maharashtra,Furniture,Chair,7,790.73,151.54,0.17,2023,April
ORD00406,2024-11-01,Jacob Steele,North,Punjab,Technology,Monitor,9,4406.67,1187.48,0.08,2024,November
ORD00407,2024-12-11,Paul Baker,West,Maharashtra,Furniture,Table,3,1413.3,121.49,0.18,2024,December
ORD00408,2024-01-17,Stephanie Johnson,West,Gujarat,Furniture,Chair,4,293.99,49.63,0.08,2024,January
ORD00409,2023-08-22,Kim Dyer,East,Odisha,Technology,Tablet,5,4222.09,1116.99,0.21,2023,August
ORD00410,2024-03-28,Shannon Martinez,West,Gujarat,Technology,Tablet,5,3657.56,736.06,0.03,2024,March
ORD00411,2023-11-15,Michael Wall,West,Rajasthan,Technology,Printer,6,4114.04,735.66,0.05,2023,November
ORD00412,2023-07-25,Matthew Wilson,West,Maharashtra,Office Supplies,Marker,9,4402.7,252.0,0.06,2023,July
ORD00413,2024-04-20,David Curtis,North,Punjab,Technology,Smartphone,1,4594.25,1039.03,0.08,2024,April
ORD00414,2024-04-30,Latoya Delacruz,North,Haryana,Office Supplies,Paper,1,1247.59,214.83,0.13,2024,April
ORD00415,2023-04-03,John Jones,East,Odisha,Office Supplies,Marker,3,4196.39,481.18,0.25,2023,April
ORD00416,2023-08-15,Daniel Allison,West,Maharashtra,Furniture,Chair,3,4276.42,1047.54,0.06,2023,August
ORD00417,2024-11-29,Mitchell Bailey,South,Tamil Nadu,Office Supplies,Notebook,7,2590.74,689.54,0.29,2024,November
ORD00418,2023-11-09,Nicholas Collins,South,Kerala,Technology,Printer,3,3025.65,157.68,0.08,2023,November
ORD00419,2024-06-17,Jasmine Simmons,West,Gujarat,Office Supplies,Stapler,6,2322.04,242.77,0.09,2024,June
ORD00420,2024-07-28,Brad Boone,North,Delhi,Office Supplies,Paper,9,4997.18,1457.28,0.25,2024,July
ORD00421,2023-11-29,Timothy Haas,East,Odisha,Office Supplies,Marker,2,2434.61,326.41,0.08,2023,November
ORD00422,2024-09-06,Paul Beck,East,West Bengal,Furniture,Sofa,3,2610.6,287.36,0.02,2024,September
ORD00423,2024-03-04,Tyler Burton,South,Kerala,Furniture,Sofa,1,3294.23,986.18,0.08,2024,March
ORD00424,2024-12-03,Melissa King,North,Haryana,Furniture,Bookcase,10,4089.27,555.29,0.21,2024,December
ORD00425,2023-07-05,Kaylee Chase,East,Bihar,Office Supplies,Paper,5,4234.83,1101.73,0.26,2023,July
ORD00426,2024-11-27,Matthew Green,West,Maharashtra,Furniture,Chair,5,3639.67,690.66,0.27,2024,November
ORD00427,2023-12-06,Samantha Maynard,South,Tamil Nadu,Furniture,Chair,4,3733.84,473.34,0.24,2023,December
ORD00428,2024-09-27,Nicholas Rodriguez,East,Odisha,Furniture,Sofa,2,2379.16,634.28,0.18,2024,September
ORD00429,2023-02-25,Mariah Pratt,South,Kerala,Technology,Printer,2,4344.11,631.71,0.09,2023,February
ORD00430,2023-05-27,Shelby English,South,Tamil Nadu,Technology,Smartphone,7,4936.6,1348.73,0.3,2023,May
ORD00431,2023-01-05,Robert Proctor,North,Punjab,Furniture,Desk,6,3173.61,298.97,0.19,2023,January
ORD00432,2023-04-01,Elizabeth Booth,South,Karnataka,Furniture,Sofa,10,3834.19,660.99,0.23,2023,April
ORD00433,2023-02-08,Michelle Tapia,West,Rajasthan,Technology,Monitor,7,2046.8,596.3,0.11,2023,February
ORD00434,2023-01-05,Jason Knight,East,West Bengal,Office Supplies,Notebook,6,3796.4,693.82,0.01,2023,January
ORD00435,2023-11-10,Hailey Butler,South,Kerala,Office Supplies,Notebook,6,1594.86,120.69,0.15,2023,November
ORD00436,2024-03-20,Gwendolyn Jones,North,Punjab,Technology,Laptop,5,2306.84,415.4,0.16,2024,March
ORD00437,2024-02-18,Brittany Fuller,East,Odisha,Office Supplies,Notebook,6,3763.07,343.27,0.27,2024,February
ORD00438,2023-05-07,Jonathan Ritter,South,Kerala,Technology,Smartphone,3,1095.39,60.77,0.15,2023,May
ORD00439,2023-02-19,Michael Taylor,West,Rajasthan,Furniture,Chair,5,3867.69,795.91,0.18,2023,February
ORD00440,2024-04-30,Charles Evans,North,Delhi,Office Supplies,Pen,2,2113.04,306.52,0.16,2024,April
ORD00441,2023-10-04,Barbara Farrell,South,Kerala,Office Supplies,Notebook,1,1540.53,331.86,0.2,2023,October
ORD00442,2023-04-19,Aaron Hernandez,South,Tamil Nadu,Office Supplies,Marker,2,2582.34,527.89,0.08,2023,April
ORD00443,2023-06-14,Crystal Mckenzie,South,Tamil Nadu,Furniture,Desk,9,4866.94,678.84,0.12,2023,June
ORD00444,2023-04-24,Michael May,West,Maharashtra,Technology,Monitor,8,1686.49,85.48,0.2,2023,April
ORD00445,2024-10-21,Emily Moody,South,Karnataka,Office Supplies,Paper,9,421.49,97.32,0.27,2024,October
ORD00446,2023-10-25,Daniel Barrera,East,Odisha,Technology,Printer,8,297.9,75.46,0.26,2023,October
ORD00447,2023-05-22,Kristin Dillon,West,Rajasthan,Furniture,Sofa,2,520.24,124.62,0.01,2023,May
ORD00448,2024-01-17,Denise Moran,East,Odisha,Office Supplies,Notebook,8,4777.69,559.36,0.22,2024,January
ORD00449,2024-05-04,Nicholas Livingston,North,Punjab,Furniture,Desk,7,4813.43,567.78,0.12,2024,May
ORD00450,2024-08-27,Anne Reynolds,North,Delhi,Furniture,Desk,1,4908.77,1281.62,0.03,2024,August
ORD00451,2024-12-01,Diane Jones,West,Maharashtra,Furniture,Table,10,1929.77,269.49,0.01,2024,December
ORD00452,2024-11-01,Matthew Dominguez,West,Gujarat,Office Supplies,Notebook,2,4443.59,711.74,0.02,2024,November
ORD00453,2024-03-19,Katelyn Lewis,South,Kerala,Furniture,Chair,6,2619.54,581.7,0.19,2024,March
ORD00454,2024-09-19,Cindy Edwards,West,Gujarat,Office Supplies,Notebook,7,785.84,201.65,0.27,2024,September
ORD00455,2024-05-18,Andre Galloway,South,Kerala,Technology,Laptop,8,4266.76,1140.73,0.02,2024,May
ORD00456,2023-08-29,Michelle Vaughn,East,Odisha,Furniture,Desk,1,2559.3,480.19,0.11,2023,August
ORD00457,2024-05-24,Randy Davis,West,Rajasthan,Technology,Printer,8,485.7,84.81,0.09,2024,May
ORD00458,2024-09-10,Charles Ramirez,North,Punjab,Office Supplies,Pen,7,227.37,42.58,0.25,2024,September
ORD00459,2023-08-17,Rebecca Bridges,South,Kerala,Office Supplies,Stapler,8,4754.26,669.57,0.02,2023,August
ORD00460,2023-08-16,Marvin Washington,West,Rajasthan,Furniture,Sofa,6,3593.77,282.13,0.23,2023,August
ORD00461,2023-06-18,Jonathan Sandoval,East,Bihar,Technology,Tablet,5,2761.07,396.14,0.03,2023,June
ORD00462,2024-02-07,Jesse Johnson,West,Maharashtra,Furniture,Desk,5,3073.72,297.8,0.28,2024,February
ORD00463,2024-11-19,Tyler Baxter,South,Kerala,Technology,Printer,6,583.44,89.63,0.28,2024,November
ORD00464,2024-06-27,Misty Day,West,Gujarat,Office Supplies,Pen,10,4783.14,400.15,0.15,2024,June
ORD00465,2024-12-09,Kathleen Sanchez,West,Rajasthan,Office Supplies,Pen,8,4625.64,1134.53,0.27,2024,December
ORD00466,2024-01-29,Timothy Sanchez,South,Karnataka,Office Supplies,Notebook,7,3304.73,666.04,0.1,2024,January
ORD00467,2023-05-17,Joseph Cardenas,South,Tamil Nadu,Furniture,Table,7,4819.79,1410.38,0.14,2023,May
ORD00468,2024-10-09,Joshua Marsh,East,Bihar,Technology,Printer,9,4310.5,982.66,0.28,2024,October
ORD00469,2024-12-28,Chad Silva,South,Kerala,Technology,Smartphone,5,3448.73,966.67,0.04,2024,December
